gene_id,gene_name
ensg00000259961,rp4-597a16.2
ensg00000215909,brwd1p1
ensg00000162493,pdpn
ensg00000222952,rna5sp41
ensg00000237445,cta-520d8.2
ensg00000253085,scarna11
ensg00000116731,prdm2
ensg00000189337,kazn
ensg00000252151,rnu6-1265p
ensg00000231606,rp11-344f13.1
ensg00000234593,rp4-704d23.1
ensg00000235829,tbcap2
ensg00000175147,tmem51-as1
ensg00000171729,tmem51
ensg00000204464,c1orf195
ensg00000215720,rp1-21o18.3
ensg00000278480,rp5-903e17.2
ensg00000142621,fhad1
ensg00000233485,rp3-467k16.2
ensg00000236045,rp3-467k16.7
ensg00000228140,rp3-467k16.4
ensg00000142634,efhd2
ensg00000162438,ctrc
ensg00000142615,cela2a
ensg00000215704,cela2b
ensg00000132906,casp9
ensg00000116138,dnajc16
ensg00000251866,scarna21
ensg00000272510,rp4-680d5.8
ensg00000116771,agmat
ensg00000237301,rp4-680d5.2
ensg00000235084,chchd2p6
ensg00000252417,rnu7-179p
ensg00000236500,rp4-680d5.4
ensg00000197312,ddi2
ensg00000215695,rsc1a1
ensg00000271742,rp4-680d5.9
ensg00000116786,plekhm2
ensg00000237938,rp11-288i21.1
ensg00000162461,slc25a34
ensg00000224459,rp11-169k16.4
ensg00000162460,tmem82
ensg00000162458,fblim1
ensg00000224321,rpl12p14
ensg00000233954,uqcrhl
ensg00000178715,rp11-169k16.8
ensg00000179743,flj37453
ensg00000065526,spen
ensg00000270620,rp1-134o19.3
ensg00000116809,zbtb17
ensg00000234607,rp11-5p18.1
ensg00000231353,rp11-5p18.3
ensg00000275503,rp11-5p18.11
ensg00000224966,tbc1d3p6
ensg00000183888,c1orf64
ensg00000233078,rp11-5p18.5
ensg00000173641,hspb7
ensg00000186510,clcnka
ensg00000232456,rp11-5p18.10
ensg00000184908,clcnkb
ensg00000185519,fam131c
ensg00000142627,epha2
ensg00000227959,rp11-276h7.2
ensg00000224621,rp11-276h7.3
ensg00000234166,arhgef19-as1
ensg00000142632,arhgef19
ensg00000237276,ano7l1
ensg00000132881,rsg1
ensg00000233929,mt1xp1
ensg00000037637,fbxo42
ensg00000055070,szrd1
ensg00000226457,rp11-430l17.1
ensg00000187144,spata21
ensg00000157191,necap2
ensg00000226029,rp4-798a10.2
ensg00000080947,croccp3
ensg00000206652,rnu1-1
ensg00000261135,rp4-798a10.7
ensg00000224174,rp4-798a10.4
ensg00000233421,rp5-875o13.1
ensg00000277344,rnu1-6p
ensg00000268991,fam231b
ensg00000225710,rp5-875o13.6
ensg00000219481,nbpf1
ensg00000271732,rp5-1182a14.5
ensg00000215908,croccp2
ensg00000186301,mst1p2
ensg00000282143,rp1-163m9.8
ensg00000207513,rnu1-3
ensg00000237847,fam231a
ensg00000280114,rp5-875o13.7
ensg00000236698,eif1axp1
ensg00000268869,espnp
ensg00000279151,rp1-163m9.7
ensg00000279132,fam231c
ensg00000282740,rp5-1182a14.7
ensg00000058453,crocc
ensg00000227684,croccp4
ensg00000207389,rnu1-4
ensg00000186715,mst1l
ensg00000223643,rp11-108m9.1
ensg00000230239,rp11-108m9.2
ensg00000263811,mir3675
ensg00000228549,rp11-108m9.3
ensg00000277234,rnu1-5p
ensg00000238142,rp11-108m9.4
ensg00000235241,rp11-108m9.5
ensg00000207005,rnu1-2
ensg00000272426,rp11-108m9.6
ensg00000117122,mfap2
ensg00000226526,rp1-37c10.3
ensg00000159363,atp13a2
ensg00000117118,sdhb
ensg00000117115,padi2
ensg00000204362,rp11-380j14.1
ensg00000282843,rp11-380j14.4
ensg00000142623,padi1
ensg00000142619,padi3
ensg00000266634,mir3972
ensg00000159339,padi4
ensg00000280226,ac004824.1
ensg00000276747,padi6
ensg00000179051,rcc2
ensg00000227751,rp1-20b21.4
ensg00000074964,arhgef10l
ensg00000236648,rp11-473a10.2
ensg00000117148,actl8
ensg00000261781,rp11-174g17.2
ensg00000117154,igsf21
ensg00000280222,rp11-174g17.3
ensg00000230035,rp11-174g17
ensg00000225387,rp11-422p22.1
ensg00000179023,klhdc7a
ensg00000235282,dynll1p3
ensg00000225478,rp1-8b22.2
ensg00000009709,pax7
ensg00000179002,tas1r2
ensg00000255275,rp13-279n23.2
ensg00000159423,aldh4a1
ensg00000265606,mir4695
ensg00000221662,mir1290
ensg00000169991,iffo2
ensg00000272084,rp5-1126h10.2
ensg00000127481,ubr4
ensg00000230424,rp1-43e13.2
ensg00000127463,emc1
ensg00000053372,mrto4
ensg00000211454,akr7l
ensg00000162482,akr7a3
ensg00000270728,rp4-657e11.10
ensg00000053371,akr7a2
ensg00000200403,rnu6-1099p
ensg00000040487,pqlc2
ensg00000077549,capzb
ensg00000240490,rn7sl277p
ensg00000201609,rnu4-28p
ensg00000235185,rp5-1056l3.1
ensg00000173436,minos1
ensg00000270136,minos1-nbl1
ensg00000226396,rp5-1056l3.3
ensg00000158747,nbl1
ensg00000158748,htr6
ensg00000162542,tmco4
ensg00000178828,rnf186
ensg00000235434,rp11-91k11.2
ensg00000169914,otud3
ensg00000188784,pla2g2e
ensg00000242688,rn7sl304p
ensg00000188257,pla2g2a
ensg00000127472,pla2g5
ensg00000117215,pla2g2d
ensg00000158786,pla2g2f
ensg00000227066,rp3-340n1.2
ensg00000187980,pla2g2c
ensg00000225986,ubxn10-as1
ensg00000162543,ubxn10
ensg00000228105,rp3-340n1.6
ensg00000158816,vwa5b1
ensg00000226664,rp4-745e8.2
ensg00000236963,linc01141
ensg00000226487,rp4-749h3.2
ensg00000162545,camk2n1
ensg00000090432,mul1
ensg00000215520,rps4xp4
ensg00000183114,fam43b
ensg00000158825,cda
ensg00000158828,pink1
ensg00000117242,pink1-as
ensg00000244038,ddost
ensg00000117245,kif17
ensg00000235432,rp5-930j4.5
ensg00000189410,sh2d5
ensg00000233069,rp5-930j4.2
ensg00000127483,hp1bp3
ensg00000075151,eif4g3
ensg00000251914,rnu7-200p
ensg00000221808,mir1256
ensg00000233072,rps15ap6
ensg00000236073,rp11-487e1.2
ensg00000235112,hspe1p27
ensg00000117298,ece1
ensg00000236936,rp3-329e20.2
ensg00000231105,rp5-1071n3.1
ensg00000236216,ppp1r11p1
ensg00000228823,rp11-293f5.8
ensg00000236009,rp11-293f5.1
ensg00000227001,nbpf2p
ensg00000187952,hs6st1p1
ensg00000186543,croccp5
ensg00000142794,nbpf3
ensg00000176378,pfn1p10
ensg00000162551,alpl
ensg00000233431,rp11-63n8.3
ensg00000076864,rap1gap
ensg00000090686,usp48
ensg00000231978,rp11-132g19.3
ensg00000187942,ldlrad2
ensg00000142798,hspg2
ensg00000232037,rp11-26h16.1
ensg00000283234,rp11-26h16.4
ensg00000219073,cela3b
ensg00000273610,rn7sl386p
ensg00000201919,rnu6-1022p
ensg00000142789,cela3a
ensg00000278124,rn7sl186p
ensg00000201273,rnu6-776p
ensg00000228397,rp1-224a6.3
ensg00000218510,linc00339
ensg00000070831,cdc42
ensg00000230068,cdc42-it1
ensg00000271428,rp1-224a6.8
ensg00000271840,rp1-224a6.9
ensg00000162552,wnt4
ensg00000266564,mir4418
ensg00000234397,rp11-415k20.1
ensg00000279625,rp11-415k20.2
ensg00000184677,zbtb40
ensg00000237200,zbtb40-it1
ensg00000070886,epha8
ensg00000276835,mir6127
ensg00000173372,c1qa
ensg00000159189,c1qc
ensg00000173369,c1qb
ensg00000133216,ephb2
ensg00000265422,mir4684
ensg00000225952,rp11-69e9.1
ensg00000264014,mir4253
ensg00000215906,lactbl1
ensg00000227868,c1orf234
ensg00000004487,kdm1a
ensg00000240553,rp1-184j9.2
ensg00000263793,mir3115
ensg00000266802,mir4419a
ensg00000169641,luzp1
ensg00000229010,rp5-979d14.1
ensg00000206935,rnu6-514p
ensg00000252578,rnu6-135p
ensg00000179546,htr1d
ensg00000215381,rp5-1057j7.1
ensg00000261326,linc01355
ensg00000125944,hnrnpr
ensg00000125945,znf436
ensg00000249087,znf436-as1
ensg00000201405,y_rna
ensg00000271420,rp5-1057j7.7
ensg00000204219,tcea3
ensg00000232482,rp4-654c18.1
ensg00000088280,asap3
ensg00000007968,e2f2
ensg00000235052,rp1-150o5.3
ensg00000117318,id3
ensg00000197880,mds2
ensg00000229239,rp11-223j15.2
ensg00000142676,rpl11
ensg00000011007,tceb3
ensg00000236810,tceb3-as1
ensg00000057757,pithd1
ensg00000011009,lypla2
ensg00000117308,gale
ensg00000117305,hmgcl
ensg00000179163,fuca1
ensg00000188822,cnr2
ensg00000229106,btbd6p1
ensg00000232557,rp11-4m23.3
ensg00000264926,mir378f
ensg00000230228,rp11-4m23.4
ensg00000189266,pnrc2
ensg00000188529,srsf10
ensg00000215905,rp11-4m23.7
ensg00000225315,rp11-293p20.2
ensg00000142661,myom3
ensg00000230703,rp11-293p20.4
ensg00000142677,il22ra1
ensg00000185436,ifnlr1
ensg00000230023,rp11-10n16.2
ensg00000232298,rp11-10n16.3
ensg00000158055,grhl3
ensg00000001460,stpg1
ensg00000001461,nipal3
ensg00000117602,rcan3
ensg00000264443,rp4-594i10.3
ensg00000184454,ncmap
ensg00000227312,rp11-496d1.2
ensg00000239106,y_rna
ensg00000133226,srrm1
ensg00000169504,clic4
ensg00000238482,rnu6-1208p
ensg00000020633,runx3
ensg00000278034,mir6731
ensg00000229162,rp11-84d1.1
ensg00000261025,rp11-84d1.2
ensg00000264371,mir4425
ensg00000233755,rp4-799d16.1
ensg00000233419,rp4-781l3.1
ensg00000231953,rp4-706g24.1
ensg00000117614,syf2
ensg00000117616,rsrp1
ensg00000272432,rp3-465n24.6
ensg00000261349,rp3-465n24.5
ensg00000187010,rhd
ensg00000224183,sdhdp6
ensg00000259984,rp11-335g20.7
ensg00000183726,tmem50a
ensg00000188672,rhce
ensg00000238084,rp3-469d22.1
ensg00000204178,tmem57
ensg00000157978,ldlrap1
ensg00000225643,rp11-70p17.1
ensg00000117643,man1c1
ensg00000233478,rp1-187b23.1
ensg00000162430,sepn1
ensg00000255054,rp1-317e23.6
ensg00000228172,rp1-317e23.3
ensg00000117640,mtfr1l
ensg00000272478,rp1-317e23.7
ensg00000127423,aunip
ensg00000236528,rp1-125i3.2
ensg00000182749,paqr7
ensg00000207302,y_rna
ensg00000117632,stmn1
ensg00000229786,snrpfp2
ensg00000223624,rp1-125i3.4
ensg00000158006,pafah2
ensg00000207237,rnu6-110p
ensg00000252190,scarna17
ensg00000252691,scarna18
ensg00000158008,extl1
ensg00000158014,slc30a2
ensg00000158022,trim63
ensg00000175087,pdik1l
ensg00000197245,fam110d
ensg00000282872,rp11-96l14.8
ensg00000236782,rp11-96l14.7
ensg00000142684,znf593
ensg00000142675,cnksr1
ensg00000188782,catsper4
ensg00000236155,rp11-231p20.2
ensg00000278572,rp11-231p20.6
ensg00000130695,cep85
ensg00000270733,rp11-231p20.5
ensg00000142669,sh3bgrl3
ensg00000158062,ubxn11
ensg00000169442,cd52
ensg00000176092,aim1l
ensg00000225854,rp11-569g9.7
ensg00000176083,znf683
ensg00000131914,lin28a
ensg00000117682,dhdds
ensg00000223583,rp3-476k8.4
ensg00000225891,rp3-476k8.3
ensg00000198830,hmgn2
ensg00000224129,dppa2p2
ensg00000117676,rps6ka1
ensg00000238705,mir1976
ensg00000243905,rn7sl679p
ensg00000252802,y_rna
ensg00000252429,rnu7-29p
ensg00000229247,rp11-492m19.3
ensg00000238316,snou13
ensg00000235069,rp4-785j1.1
ensg00000260063,rp5-968p14.2
ensg00000117713,arid1a
ensg00000060642,pigv
ensg00000241188,rn7sl165p
ensg00000204160,zdhhc18
ensg00000175793,sfn
ensg00000226698,rp1-50o24.6
ensg00000142751,gpn2
ensg00000198746,gpatch3
ensg00000090273,nudc
ensg00000131910,nr0b2
ensg00000175707,kdf1
ensg00000172746,rpl12p13
ensg00000224064,rp11-344h11.5
ensg00000225294,ostcp2
ensg00000253368,trnp1
ensg00000158246,fam46b
ensg00000280403,al137860.1
ensg00000090020,slc9a1
ensg00000229985,rp11-40h20.5
ensg00000214973,chchd3p3
ensg00000225159,npm1p39
ensg00000225990,snrpep7
ensg00000224311,rp11-40h20.4
ensg00000142784,wdtc1
ensg00000252098,y_rna
ensg00000243659,rp11-4k3__a.3
ensg00000186501,tmem222
ensg00000206888,rnu6-48p
ensg00000241547,actg1p20
ensg00000142765,sytl1
ensg00000142733,map3k6
ensg00000142748,fcn3
ensg00000174950,cd164l2
ensg00000231207,rp1-144c9.2
ensg00000181773,gpr3
ensg00000158195,wasf2
ensg00000241169,rp4-752i6.1
ensg00000237429,rp1-159a19.4
ensg00000126705,ahdc1
ensg00000000938,fgr
ensg00000235912,rp1-159a19.3
ensg00000233975,rp11-288l9.1
ensg00000126709,ifi6
ensg00000225886,rp11-288l9.4
ensg00000206767,rnu6-949p
ensg00000226662,chmp1ap1
ensg00000207095,rnu6-424p
ensg00000009780,fam76a
ensg00000231344,rp3-426i6.2
ensg00000230833,rpep3
ensg00000117758,stx12
ensg00000269971,rp3-426i6.5
ensg00000270031,rp3-426i6.6
ensg00000223062,rnu6-1245p
ensg00000117751,ppp1r8
ensg00000252947,scarna1
ensg00000278868,al109927.1
ensg00000130775,themis2
ensg00000117748,rpa2
ensg00000130768,smpdl3b
ensg00000227050,rp11-460i13.2
ensg00000158156,xkr8
ensg00000158161,eya3
ensg00000238231,rp11-460i13.6
ensg00000240750,rn7sl559p
ensg00000228589,spcs2p4
ensg00000228943,rp5-1053e7.2
ensg00000214812,rp5-1053e7.3
ensg00000253005,rnu6-176p
ensg00000169403,ptafr
ensg00000126698,dnajc8
ensg00000130770,atpif1
ensg00000270605,rp5-1092a3.4
ensg00000271398,rp5-1092a3.5
ensg00000130766,sesn2
ensg00000130772,med18
ensg00000204138,phactr4
ensg00000206779,y_rna
ensg00000229820,rp1-308e4.1
ensg00000221216,rnu6atac27p
ensg00000180198,rcc1
ensg00000242125,snhg3
ensg00000274266,snora73a
ensg00000200087,snora73b
ensg00000231468,prdx3p2
ensg00000279443,rp4-669k10.8
ensg00000180098,trnau1ap
ensg00000197989,snhg12
ensg00000221539,snord99
ensg00000278274,snora61
ensg00000273544,snora44
ensg00000274582,snora16a
ensg00000280498,snora16a
ensg00000120656,taf12
ensg00000188060,rab42
ensg00000229388,rp11-442n24__b.1
ensg00000270103,rnu11
ensg00000274978,rnu11
ensg00000162419,gmeb1
ensg00000252777,scarna24
ensg00000198492,ythdf2
