gene_id,gene_name
ensg00000230499,ac108463.2
ensg00000271590,ac108463.3
ensg00000229118,ac068491.2
ensg00000270190,ac068491.3
ensg00000285016,ac017002.6
ensg00000280878,ac017002.5
ensg00000240350,ac017002.3
ensg00000224959,ac017002.1
ensg00000225744,ac017002.2
ensg00000153107,anapc1
ensg00000153208,mertk
ensg00000286904,ac093675.1
ensg00000153214,tmem87b
ensg00000287141,ac093675.2
ensg00000144152,fbln7
ensg00000144161,zc3h8
ensg00000286545,ac092645.2
ensg00000188177,zc3h6
ensg00000169629,rgpd8
ensg00000114999,ttl
ensg00000125630,polr1b
ensg00000125611,chchd5
ensg00000243389,ac012442.2
ensg00000228251,ac012442.1
ensg00000237753,ac079922.2
ensg00000144136,slc20a1
ensg00000144130,nt5dc4
ensg00000169607,ckap2l
ensg00000115008,il1a
ensg00000287937,ac079753.2
ensg00000125538,il1b
ensg00000125571,il37
ensg00000136688,il36g
ensg00000136694,il36a
ensg00000136696,il36b
ensg00000136695,il36rn
ensg00000136697,il1f10
ensg00000136689,il1rn
ensg00000125637,psd4
ensg00000234174,ac016683.1
ensg00000189223,pax8-as1
ensg00000125618,pax8
ensg00000234997,ac016745.1
ensg00000231292,igkv1or2-108
ensg00000272563,ac016745.2
ensg00000136682,cbwd2
ensg00000184492,foxd4l1
ensg00000234148,linc01961
ensg00000231943,pgm5p4-as1
ensg00000226516,fam138b
ensg00000287165,al078621.4
ensg00000144134,rabl2a
ensg00000233479,ac017074.2
ensg00000227359,ac017074.1
ensg00000115084,slc35f5
ensg00000244063,ac104653.2
ensg00000228857,ac104653.1
ensg00000270019,ac110769.2
ensg00000115091,actr3
ensg00000234199,linc01191
ensg00000243179,ac110769.1
ensg00000286513,ac010982.2
ensg00000235242,ac010982.1
ensg00000175497,dpp10
ensg00000231538,dpp10-as3
ensg00000235717,dpp10-as2
ensg00000286776,ac093610.1
ensg00000235026,dpp10-as1
ensg00000287451,ac016721.1
ensg00000286370,ac064856.1
ensg00000238207,ac009312.1
ensg00000088205,ddx18
ensg00000236255,ac009404.1
ensg00000125633,ccdc93
ensg00000235066,ac009303.2
ensg00000272895,ac009303.3
ensg00000125629,insig2
ensg00000226856,thorlnc
ensg00000258910,linc01956
ensg00000163064,en1
ensg00000019169,marco
ensg00000259094,ac013457.1
ensg00000144119,c1ql2
ensg00000115107,steap3
ensg00000229867,steap3-as1
ensg00000186132,c2orf76
ensg00000155368,dbi
ensg00000171227,tmem37
ensg00000080293,sctr
ensg00000231013,ac013275.1
ensg00000163075,cfap221
ensg00000144120,tmem177
ensg00000088179,ptpn4
ensg00000115109,epb41l5
ensg00000224789,ac012363.1
ensg00000226479,tmem185b
ensg00000144118,ralb
ensg00000235840,ac012363.2
ensg00000163083,inhbb
ensg00000237614,ac073257.2
ensg00000232140,ac073257.1
ensg00000229774,ac018866.1
ensg00000074047,gli2
ensg00000271709,ac017033.1
ensg00000234455,ac067960.1
ensg00000236145,ac079988.1
ensg00000115112,tfcp2l1
ensg00000074054,clasp1
ensg00000265451,ac012447.1
ensg00000236859,nifk-as1
ensg00000155438,nifk
ensg00000211460,tsn
ensg00000224655,linc01823
ensg00000286481,ac011246.1
ensg00000287871,ac073632.1
ensg00000237856,ac062020.1
ensg00000232740,linc01826
ensg00000287854,ac073409.2
ensg00000226708,ac073409.1
ensg00000228400,ac079154.1
ensg00000155052,cntnap5
ensg00000286384,ac019159.2
ensg00000286206,ac097499.2
ensg00000235491,linc01889
ensg00000226813,linc01941
ensg00000286515,ac142116.2
ensg00000235774,ac023347.1
ensg00000136732,gypc
ensg00000237524,tex51
ensg00000260634,ac012508.2
ensg00000286971,ac012508.3
ensg00000260163,ac012508.1
ensg00000136717,bin1
ensg00000286400,ac110926.2
ensg00000186684,cyp27c1
ensg00000163161,ercc3
ensg00000286145,ac068282.1
ensg00000169967,map3k2
ensg00000236682,map3k2-dt
ensg00000287742,ac068282.2
ensg00000115718,proc
ensg00000163166,iws1
ensg00000231731,ac010976.1
ensg00000169994,myo7b
ensg00000272789,ac010976.2
ensg00000072163,lims2
ensg00000144230,gpr17
ensg00000136709,wdr33
ensg00000173349,sft2d3
ensg00000144231,polr2d
ensg00000144233,ammecr1l
ensg00000272667,ac012306.2
ensg00000286873,ac012306.3
ensg00000136715,sap130
ensg00000136731,uggt1
ensg00000136720,hs6st1
ensg00000237532,ac012451.1
ensg00000238277,ac068483.1
ensg00000204460,linc01854
ensg00000229536,linc02572
ensg00000286957,ac079776.5
ensg00000237574,linc01856
ensg00000222014,rab6c
ensg00000196604,potef
ensg00000224087,ac018865.1
ensg00000152076,ccdc74b
ensg00000136699,smpd4
ensg00000152082,mzt2b
ensg00000152086,tuba3e
ensg00000136710,ccdc115
ensg00000136718,imp4
ensg00000072135,ptpn18
ensg00000196834,potei
ensg00000225819,ac013269.2
ensg00000152093,cfc1b
ensg00000225341,ac013269.1
ensg00000232408,ac140481.2
ensg00000136698,cfc1
ensg00000222038,potej
ensg00000173302,gpr148
ensg00000229797,ac140481.1
ensg00000178171,amer3
ensg00000233221,ac133785.1
ensg00000136002,arhgef4
ensg00000284479,smim39
ensg00000152102,fam168b
ensg00000115762,plekhb2
ensg00000188219,potee
ensg00000233087,rab6d
ensg00000283303,ac073869.5
ensg00000223631,linc01120
ensg00000273073,ac073869.3
ensg00000173272,mzt2a
ensg00000075886,tuba3d
ensg00000163040,ccdc74a
ensg00000286208,ac093838.1
ensg00000224559,linc01087
ensg00000287151,c2orf27a
ensg00000229203,ac103564.1
ensg00000244337,aj239322.2
ensg00000235615,aj239322.1
ensg00000236485,linc01945
ensg00000287414,ac093787.2
ensg00000163046,ankrd30bl
ensg00000230803,ac097532.1
ensg00000272769,ac097532.2
ensg00000286833,ac097532.3
ensg00000183840,gpr39
ensg00000150551,lypd1
ensg00000230065,ac010974.1
ensg00000176771,nckap5
ensg00000286068,ac010974.2
ensg00000233729,nckap5-as1
ensg00000226953,nckap5-as2
ensg00000232474,nckap5-it1
ensg00000223430,ac011243.1
ensg00000286697,ac092623.1
ensg00000152127,mgat5
ensg00000152128,tmem163
ensg00000287463,ac110620.2
ensg00000224043,ccnt2-as1
ensg00000153086,acmsd
ensg00000082258,ccnt2
ensg00000176601,map3k19
ensg00000115839,rab3gap1
ensg00000121988,zranb3
ensg00000048991,r3hdm1
ensg00000144224,ubxn4
ensg00000115850,lct
ensg00000226806,ac011893.1
ensg00000076003,mcm6
ensg00000115866,dars
ensg00000231890,dars-as1
ensg00000237262,ac068492.1
ensg00000121966,cxcr4
ensg00000144229,thsd7b
ensg00000150540,hnmt
ensg00000224231,linc01832
ensg00000228043,ac114763.1
ensg00000230569,ac114763.2
ensg00000144228,spopl
ensg00000241772,ac092620.1
ensg00000260059,ac092620.2
ensg00000237772,linc02631
ensg00000144227,nxph2
ensg00000287147,ac023468.1
ensg00000286778,ac013265.1
ensg00000226939,ac062021.1
ensg00000229131,ac016710.1
ensg00000223554,ac078851.1
ensg00000224028,linc01853
ensg00000168702,lrp1b
ensg00000244125,ac078882.1
ensg00000115919,kynu
ensg00000075884,arhgap15
ensg00000257284,ac013437.1
ensg00000228655,ac079793.1
ensg00000283994,ac092652.3
ensg00000231758,ac092652.1
ensg00000257277,ac092652.2
ensg00000257226,ac079584.2
ensg00000236356,ac079584.1
ensg00000232377,ac016910.1
ensg00000121964,gtdc1
ensg00000169554,zeb2
ensg00000283118,ac009951.5
ensg00000238057,zeb2-as1
ensg00000287115,ac009951.6
ensg00000232606,linc01412
ensg00000226674,tex41
ensg00000234940,ac023128.1
ensg00000268580,linc01966
ensg00000235435,ac096666.1
ensg00000225107,ac092484.1
ensg00000286225,ac079163.2
ensg00000226218,ac079163.1
ensg00000233842,ac079248.1
ensg00000231040,linc01911
ensg00000227902,ac062032.1
ensg00000287847,ac018678.1
ensg00000121989,acvr2a
ensg00000223911,ac009480.1
ensg00000115947,orc4
ensg00000204406,mbd5
ensg00000135999,epc2
ensg00000231079,ac105402.3
ensg00000168280,kif5c
ensg00000286167,ac105402.4
ensg00000150556,lypd6b
ensg00000286335,ac009230.1
ensg00000187123,lypd6
ensg00000168288,mmadhc
ensg00000231969,ac007364.1
ensg00000162947,linc01931
ensg00000286081,ac016682.1
ensg00000230645,linc01818
ensg00000231420,linc01817
ensg00000115963,rnd3
ensg00000236049,linc01920
ensg00000237220,ac104777.2
ensg00000232359,ac104777.1
ensg00000224048,linc02612
ensg00000228064,ac023469.2
ensg00000222031,ac023469.1
ensg00000236885,ac018731.1
ensg00000184898,rbm43
ensg00000123609,nmi
ensg00000123610,tnfaip6
ensg00000080345,rif1
ensg00000183091,neb
ensg00000162980,arl5a
ensg00000288066,ac097448.1
ensg00000182389,cacnb4
ensg00000225214,ac079790.1
ensg00000115145,stam2
ensg00000286234,ac079790.2
ensg00000157827,fmnl2
ensg00000287085,ac012066.2
ensg00000286207,ac012443.2
ensg00000196504,prpf40a
ensg00000177917,arl6ip6
ensg00000224612,ac011901.1
ensg00000227708,linc01850
ensg00000227400,ac012501.2
ensg00000177519,rprm
ensg00000144278,galnt13
ensg00000224675,ac009227.1
ensg00000238004,ac009227.2
ensg00000287900,ac061961.1
ensg00000162989,kcnj3
ensg00000230991,ac092625.1
ensg00000286679,ac073225.1
ensg00000226383,linc01876
ensg00000282440,ac074099.1
ensg00000153234,nr4a2
ensg00000115159,gpd2
ensg00000283436,linc01958
ensg00000287048,ac096589.2
ensg00000286889,ac096589.1
ensg00000286530,ac108057.1
ensg00000136542,galnt5
ensg00000136541,ermn
ensg00000115165,cytip
ensg00000123612,acvr1c
ensg00000234584,ac019186.1
ensg00000115170,acvr1
ensg00000007001,upp2
ensg00000270557,ac013731.1
ensg00000271320,ac091488.1
ensg00000237327,upp2-it1
ensg00000227480,ccdc148-as1
ensg00000153237,ccdc148
ensg00000144283,pkp4
ensg00000204380,pkp4-as1
ensg00000228586,ac005042.2
ensg00000163331,dapl1
ensg00000286621,ac064843.1
ensg00000115183,tanc1
ensg00000196151,wdsub1
ensg00000123636,baz2b
ensg00000223642,ac008277.1
ensg00000224152,ac009506.1
ensg00000226266,ac009961.1
ensg00000136536,march7
ensg00000241399,cd302
ensg00000287091,ac009961.4
ensg00000054219,ly75
ensg00000153246,pla2r1
ensg00000115221,itgb6
ensg00000285155,ac092153.1
ensg00000285373,linc02478
ensg00000153250,rbms1
ensg00000224467,ac009313.1
ensg00000136560,tank
ensg00000235724,ac009299.3
ensg00000227403,linc01806
ensg00000115233,psmd14
ensg00000136535,tbr1
ensg00000224076,ac009487.1
ensg00000251621,ac009487.3
ensg00000144290,slc4a10
ensg00000288091,ac062022.2
ensg00000197635,dpp4
ensg00000230918,ac008063.1
ensg00000233397,ac008063.2
ensg00000115263,gcg
ensg00000236841,ac007750.1
ensg00000078098,fap
ensg00000115267,ifih1
ensg00000115271,gca
ensg00000184611,kcnh7
ensg00000237750,ac011900.1
ensg00000182263,fign
ensg00000237844,ac016766.1
ensg00000115290,grb14
ensg00000082438,cobll1
ensg00000236283,ac019197.1
ensg00000169507,slc38a11
ensg00000153253,scn3a
ensg00000136531,scn2a
ensg00000288089,ac011303.1
ensg00000178662,csrnp3
ensg00000115339,galnt3
ensg00000235192,ac009495.3
ensg00000229195,ac009495.1
ensg00000232411,ac009495.2
ensg00000123607,ttc21b
ensg00000224490,ttc21b-as1
ensg00000236107,scn1a-as1
ensg00000144285,scn1a
ensg00000169432,scn9a
ensg00000136546,scn7a
ensg00000163092,xirp2
ensg00000254552,xirp2-as1
ensg00000228222,ac073050.1
ensg00000235335,ac016723.1
ensg00000172318,b3galt1
ensg00000198648,stk39
ensg00000172292,cers6
ensg00000227617,cers6-as1
ensg00000163072,nostrin
ensg00000152253,spc25
ensg00000152254,g6pc2
ensg00000073734,abcb11
ensg00000073737,dhrs9
ensg00000235321,ac007556.1
ensg00000081479,lrp2
ensg00000163093,bbs5
ensg00000239474,klhl41
ensg00000138399,fastkd1
ensg00000138398,ppig
ensg00000154479,ccdc173
ensg00000144362,phospho2
ensg00000213160,klhl23
ensg00000138385,ssb
ensg00000138382,mettl5
ensg00000144357,ubr3
ensg00000071909,myo3b
ensg00000231898,myo3b-as1
ensg00000213981,ac007277.1
ensg00000234350,ac007405.1
ensg00000222033,linc01124
ensg00000204335,sp5
ensg00000239467,ac007405.3
ensg00000204334,erich2
ensg00000128683,gad1
ensg00000235934,ac007405.2
ensg00000286611,ac007405.4
ensg00000286115,ac010092.1
ensg00000115806,gorasp2
ensg00000198586,tlk1
ensg00000123600,mettl8
ensg00000115827,dcaf17
ensg00000071967,cybrd1
ensg00000077380,dync1i2
ensg00000115840,slc25a12
ensg00000128708,hat1
ensg00000172878,metap1d
ensg00000144355,dlx1
ensg00000115844,dlx2
ensg00000236651,dlx2-dt
ensg00000232555,ac104088.1
ensg00000288048,ac104088.3
ensg00000286557,ac104088.2
ensg00000091409,itga6
ensg00000226963,ac078883.2
ensg00000232788,itga6-as1
ensg00000225205,ac078883.1
ensg00000152256,pdk1
ensg00000228016,rapgef4-as1
ensg00000091428,rapgef4
ensg00000091436,map3k20
ensg00000238133,map3k20-as1
ensg00000144354,cdca7
ensg00000270460,ac106900.1
ensg00000172845,sp3
ensg00000271151,ac016737.1
ensg00000273258,ac016737.2
ensg00000260868,linc01960
ensg00000138430,ola1
ensg00000231453,linc01305
ensg00000217236,sp9
ensg00000138433,cir1
ensg00000144306,scrn3
ensg00000163328,gpr155
ensg00000226853,ac010894.2
ensg00000236449,ac010894.3
ensg00000115935,wipf1
ensg00000237798,ac010894.4
ensg00000138435,chrna1
ensg00000128656,chn1
ensg00000115966,atf2
ensg00000229750,ac096649.1
ensg00000154518,atp5mc3
ensg00000229066,ac093459.1
ensg00000235047,ac016751.2
ensg00000229779,ac016751.1
ensg00000144320,lnpk
ensg00000174279,evx2
ensg00000128714,hoxd13
ensg00000170178,hoxd12
ensg00000128713,hoxd11
ensg00000128710,hoxd10
ensg00000237380,hoxd-as2
ensg00000128709,hoxd9
ensg00000175879,hoxd8
ensg00000128652,hoxd3
ensg00000170166,hoxd4
ensg00000224189,haglr
ensg00000272729,ac009336.1
ensg00000226363,haglros
ensg00000128645,hoxd1
ensg00000128654,mtx2
ensg00000224577,linc01117
ensg00000229434,ac017048.1
ensg00000236231,ac017048.2
ensg00000272551,ac017048.3
ensg00000163364,linc01116
ensg00000230552,ac092162.2
ensg00000227098,ac073636.1
ensg00000236501,ac074286.1
ensg00000229337,ac079305.3
ensg00000170144,hnrnpa3
ensg00000116044,nfe2l2
ensg00000222043,ac079305.1
ensg00000213963,ac019080.1
ensg00000271825,ac019080.4
ensg00000271996,ac019080.5
ensg00000280374,ac019080.6
ensg00000018510,agps
ensg00000196659,ttc30b
ensg00000237655,ac073834.1
ensg00000197557,ttc30a
ensg00000128655,pde11a
ensg00000229941,ac012499.1
ensg00000236664,ac011998.3
ensg00000155636,rbm45
ensg00000079156,osbpl6
ensg00000223960,chromr
ensg00000180228,prkra
ensg00000204311,pjvk
ensg00000079150,fkbp7
ensg00000116095,plekha3
ensg00000237298,ttn-as1
ensg00000155657,ttn
ensg00000270956,ac009948.3
ensg00000270277,ac009948.2
ensg00000271011,ac010680.3
ensg00000270574,ac010680.2
ensg00000271141,ac010680.4
ensg00000271401,ac010680.5
ensg00000267784,ac010680.1
ensg00000287149,ac092640.1
ensg00000163492,ccdc141
ensg00000187231,sestd1
ensg00000237477,ac093911.1
ensg00000144331,znf385b
ensg00000163510,cwc22
ensg00000225258,ac009478.1
ensg00000281131,schlap1
ensg00000170035,ube2e3
ensg00000236153,ac104076.1
ensg00000238171,ac068196.1
ensg00000234663,linc01934
ensg00000226681,ac020595.1
ensg00000115232,itga4
ensg00000188452,cerkl
ensg00000162992,neurod1
ensg00000234595,ac013733.2
ensg00000225570,ac013733.1
ensg00000260742,ac009962.1
ensg00000138434,itprid2
ensg00000150722,ppp1r1c
ensg00000115252,pde1a
ensg00000287536,ac012500.1
ensg00000077232,dnajc10
ensg00000162998,frzb
ensg00000061676,nckap1
ensg00000162999,dusp19
ensg00000224643,ac064871.2
ensg00000163002,nup35
ensg00000272800,ac021851.1
ensg00000287621,ac021851.2
ensg00000286879,ac093639.3
ensg00000234172,ac093639.1
ensg00000286807,ac093639.2
ensg00000286152,ac096555.1
ensg00000286980,ac020584.1
ensg00000283839,ac096667.1
ensg00000170396,znf804a
ensg00000286797,ac009315.1
ensg00000231646,fsip2-as1
ensg00000226747,fsip2-as2
ensg00000188738,fsip2
ensg00000287129,ac097500.1
ensg00000237877,linc01473
ensg00000259915,ac017071.1
ensg00000065548,zc3h15
ensg00000138448,itgav
ensg00000227227,ac017101.1
ensg00000144369,fam171b
ensg00000163012,zswim2
ensg00000224063,ac007319.1
ensg00000064989,calcrl
ensg00000003436,tfpi
ensg00000231689,linc01090
ensg00000144366,gulp1
ensg00000223523,ac092598.1
ensg00000174325,dirc1
ensg00000168542,col3a1
ensg00000204262,col5a2
ensg00000228073,ac133106.1
ensg00000115368,wdr75
ensg00000287418,ac013439.2
ensg00000138449,slc40a1
ensg00000138381,asnsd1
ensg00000286053,asdurf
ensg00000151687,ankar
ensg00000128694,osgepl1
ensg00000253559,osgepl1-as1
ensg00000273240,ac013468.1
ensg00000128699,ormdl1
ensg00000064933,pms1
ensg00000187699,c2orf88
ensg00000138379,mstn
ensg00000198130,hibch
ensg00000151689,inpp1
ensg00000151690,mfsd6
ensg00000272979,ac093388.1
ensg00000189362,nemp2
ensg00000233654,ac108047.1
ensg00000284052,ac006460.2
ensg00000138386,nab1
ensg00000228509,ac006460.1
ensg00000235852,ac005540.1
ensg00000115419,gls
ensg00000115415,stat1
ensg00000230686,ac067945.2
ensg00000231858,ac067945.3
ensg00000138378,stat4
ensg00000288064,ac067945.4
ensg00000227542,ac092614.1
ensg00000128641,myo1b
ensg00000173559,nabp1
ensg00000225884,ac098872.1
ensg00000168497,cavin2
ensg00000233766,ac098617.1
ensg00000144339,tmeff2
ensg00000229395,ac062039.1
ensg00000232227,ac013401.1
ensg00000227418,pcgem1
ensg00000286358,ac096647.1
ensg00000286868,ac074290.2
ensg00000260142,ac068135.2
ensg00000225539,linc01821
ensg00000286539,ac073973.1
ensg00000230173,linc01790
ensg00000235056,ac010983.1
ensg00000224099,ac104823.1
ensg00000271893,ac064834.1
ensg00000223466,linc01825
ensg00000234919,linc01827
ensg00000196950,slc39a10
ensg00000118997,dnah7
ensg00000081320,stk17b
ensg00000272211,ac114760.2
ensg00000138411,hecw2
ensg00000229056,hecw2-as1
ensg00000282836,ac068544.2
ensg00000144395,ccdc150
ensg00000119041,gtf3c3
ensg00000187944,c2orf66
ensg00000197121,pgap1
ensg00000065413,ankrd44
ensg00000231621,ac013264.1
ensg00000236977,ankrd44-it1
ensg00000225979,ac010746.2
ensg00000115524,sf3b1
ensg00000115520,coq10b
ensg00000144381,hspd1
ensg00000115541,hspe1
ensg00000115540,mob4
ensg00000162944,rftn2
ensg00000287858,ac020550.2
ensg00000222017,ac011997.1
ensg00000247626,mars2
ensg00000152430,boll
ensg00000115896,plcl1
ensg00000286020,ac011997.2
ensg00000237035,ac020719.1
ensg00000236653,linc01923
ensg00000225421,ac019330.1
ensg00000231557,ac020718.1
ensg00000119042,satb2
ensg00000257045,ac016746.1
ensg00000225953,satb2-as1
ensg00000238217,linc01877
ensg00000226124,ftcdnl1
ensg00000232732,ac097717.1
ensg00000178074,c2orf69
ensg00000162971,tyw5
ensg00000162972,maip1
ensg00000287027,ac004464.1
ensg00000196141,spats2l
ensg00000287299,ac012459.1
ensg00000155729,kctd18
ensg00000163535,sgo2
ensg00000138356,aox1
ensg00000237166,linc01792
ensg00000230408,ac007163.1
ensg00000082153,bzw1
ensg00000013441,clk1
ensg00000240344,ppil3
ensg00000196290,nif3l1
ensg00000115942,orc2
ensg00000183308,ac005037.1
ensg00000155744,fam126b
ensg00000119013,ndufb3
ensg00000232719,ac007272.1
ensg00000003402,cflar
ensg00000226312,cflar-as1
ensg00000234431,ac007283.1
ensg00000003400,casp10
ensg00000064012,casp8
ensg00000155749,flacc1
ensg00000115993,trak2
ensg00000082146,stradb
ensg00000155754,c2cd6
ensg00000155755,tmem237
ensg00000287133,ac007279.2
ensg00000082126,mpp4
ensg00000003393,als2
ensg00000138395,cdk15
ensg00000273209,ac069148.1
ensg00000155760,fzd7
ensg00000182329,kiaa2012
ensg00000222035,kiaa2012-as1
ensg00000287041,ac079354.3
ensg00000231903,ac079354.2
ensg00000116030,sumo1
ensg00000055044,nop58
ensg00000286223,ac064836.4
ensg00000272966,ac064836.2
ensg00000273456,ac064836.3
ensg00000204217,bmpr2
ensg00000138439,fam117b
ensg00000163596,ica1l
ensg00000138442,wdr12
ensg00000138380,carf
ensg00000144426,nbeal1
ensg00000119004,cyp20a1
ensg00000138443,abi2
ensg00000256458,ac080075.1
ensg00000173166,raph1
ensg00000178562,cd28
ensg00000163599,ctla4
ensg00000163600,icos
ensg00000234714,ac009965.1
ensg00000237271,ac009498.1
ensg00000236634,ac016903.1
ensg00000237843,ac016903.2
ensg00000116117,pard3b
ensg00000287524,ac007736.1
ensg00000118257,nrp2
ensg00000225216,ac007362.1
ensg00000225610,ac007679.1
ensg00000114933,ino80d
ensg00000227946,ac007383.2
ensg00000023228,ndufs1
ensg00000231955,ac007383.3
ensg00000114942,eef1b2
ensg00000183671,gpr1
ensg00000279220,gpr1-as
ensg00000204186,zdbf2
ensg00000114948,adam23
ensg00000228577,ac010731.2
ensg00000231653,ac010731.3
ensg00000235118,fam237a
ensg00000232125,dytn
ensg00000138400,mdh1b
ensg00000118246,fastkd2
ensg00000229321,ac008269.1
ensg00000260171,ac008269.2
ensg00000144410,cpo
ensg00000118263,klf7
ensg00000237892,klf7-it1
ensg00000229647,myoslid
ensg00000224342,ac007879.1
ensg00000234902,ac007879.3
ensg00000286568,ac007879.5
ensg00000225916,ac007879.2
ensg00000240440,ac007879.4
ensg00000223725,ac009226.1
ensg00000225064,linc01802
ensg00000118260,creb1
ensg00000144401,mettl21a
ensg00000224137,linc01857
ensg00000163249,ccnyl1
ensg00000272851,ac096772.1
ensg00000163251,fzd5
ensg00000178385,plekhm3
ensg00000225111,ac083900.1
ensg00000118231,crygd
ensg00000163254,crygc
ensg00000182187,crygb
ensg00000168582,cryga
ensg00000188674,c2orf80
ensg00000138413,idh1
ensg00000231908,idh1-as1
ensg00000115020,pikfyve
ensg00000144407,pth2r
ensg00000231896,ac019185.2
ensg00000287662,ac109824.1
ensg00000286249,ac016743.1
ensg00000078018,map2
ensg00000144406,unc80
ensg00000197713,rpe
ensg00000144445,kansl1l
ensg00000272807,ac007038.2
ensg00000229127,ac007038.1
ensg00000279317,ac006994.2
ensg00000115361,acadl
ensg00000168530,myl1
ensg00000234281,lancl1-as1
ensg00000115365,lancl1
ensg00000021826,cps1
ensg00000280837,cps1-it1
ensg00000178568,erbb4
ensg00000273118,ac093865.1
ensg00000234308,linc01878
ensg00000223373,ac108066.1
ensg00000286965,ac108066.2
ensg00000030419,ikzf2
ensg00000270659,ac079610.1
ensg00000236193,linc01953
ensg00000272519,ac079610.2
ensg00000196096,spag16-dt
ensg00000144451,spag16
ensg00000197585,ac068051.1
ensg00000174453,vwc2l
ensg00000224257,vwc2l-it1
ensg00000138376,bard1
ensg00000229267,snhg31
ensg00000144452,abca12
ensg00000227769,ac072062.1
ensg00000286836,ac092844.1
ensg00000237571,ac073284.1
ensg00000138363,atic
ensg00000115414,fn1
ensg00000230695,ac012462.3
ensg00000225166,ac012462.1
ensg00000228618,ac012462.2
ensg00000234938,ac012668.2
ensg00000237525,ac012668.3
ensg00000227981,ac012668.1
ensg00000235770,linc00607
ensg00000230838,linc01614
ensg00000227824,ac122136.1
ensg00000226276,ac093382.1
ensg00000118242,mreg
ensg00000115425,pecr
ensg00000163449,tmem169
ensg00000079246,xrcc5
ensg00000260804,linc01963
ensg00000144583,march4
ensg00000231092,ac012513.1
ensg00000233581,ac069155.1
ensg00000235042,ac098820.2
ensg00000138375,smarcal1
ensg00000232485,ac098820.1
ensg00000241520,ac098820.3
ensg00000197756,rpl37a
ensg00000224391,linc01280
ensg00000225794,ac073321.1
ensg00000115457,igfbp2
ensg00000115461,igfbp5
ensg00000236886,ac007563.2
ensg00000229352,ac007563.1
ensg00000286601,ac007563.4
ensg00000231597,ac007557.2
ensg00000118245,tnp1
ensg00000223874,linc01921
ensg00000237479,ac007557.4
ensg00000227021,ac007557.1
ensg00000236295,ac007557.3
ensg00000259855,ac007749.1
ensg00000287498,ac007749.2
ensg00000233143,dirc3-as1
ensg00000231672,dirc3
ensg00000079308,tns1
ensg00000223923,ac010136.1
ensg00000188282,rufy4
ensg00000180871,cxcr2
ensg00000163464,cxcr1
ensg00000163466,arpc2
ensg00000261338,ac021016.2
ensg00000179921,gpbar1
ensg00000127837,aamp
ensg00000127838,pnkd
ensg00000135926,tmbim1
ensg00000237281,catip-as2
ensg00000158428,catip
ensg00000225062,catip-as1
ensg00000018280,slc11a1
ensg00000144579,ctdsp1
ensg00000273361,ac021016.3
ensg00000127831,vil1
ensg00000135913,usp37
ensg00000144580,cnot9
ensg00000115556,plcd4
ensg00000273466,ac012510.1
ensg00000115568,znf142
ensg00000074582,bcs1l
ensg00000163481,rnf25
ensg00000163482,stk36
ensg00000135912,ttll4
ensg00000135929,cyp27a1
ensg00000286154,ac009974.2
ensg00000272555,ac009974.1
ensg00000115592,prkag3
ensg00000115596,wnt6
ensg00000135925,wnt10a
ensg00000228135,linc01494
ensg00000235024,ac097468.2
ensg00000171450,cdk5r2
ensg00000236445,linc00608
ensg00000163497,fev
ensg00000163499,cryba2
ensg00000224090,ac097468.1
ensg00000181378,cfap65
ensg00000163501,ihh
ensg00000286606,ac097468.4
ensg00000272644,ac097468.3
ensg00000187736,nhej1
ensg00000213901,slc23a3
ensg00000115649,cnppd1
ensg00000144567,retreg2
ensg00000158552,zfand2b
ensg00000287529,ac068946.3
ensg00000115657,abcb6
ensg00000198925,atg9a
ensg00000163516,ankzf1
ensg00000163521,glb1l
ensg00000115661,stk16
ensg00000127824,tuba4a
ensg00000243910,tuba4b
ensg00000135924,dnajb2
ensg00000054356,ptprn
ensg00000230432,ac114803.1
ensg00000182698,resp18
ensg00000123992,dnpep
ensg00000229525,ac053503.2
ensg00000175084,des
ensg00000234638,ac053503.4
ensg00000072195,speg
ensg00000227432,ac053503.1
ensg00000286095,spegnb
ensg00000268603,ac053503.5
ensg00000144591,gmppa
ensg00000072182,asic4
ensg00000123989,chpf
ensg00000188760,tmem198
ensg00000268896,ac009955.3
ensg00000124006,obsl1
ensg00000269068,ac009955.4
ensg00000123999,inha
ensg00000144589,stk11ip
ensg00000228973,ac009955.1
ensg00000114923,slc4a3
ensg00000267919,ac009955.2
ensg00000227308,linc02832
ensg00000228909,linc01803
ensg00000286199,ac008281.1
ensg00000239498,ac019211.1
ensg00000235337,ac093083.1
ensg00000236451,ac067956.1
ensg00000224819,ac093843.1
ensg00000286272,ac093843.2
ensg00000286170,ac011233.2
ensg00000116106,epha4
ensg00000272944,ac079834.2
ensg00000234446,ac068489.1
ensg00000135903,pax3
ensg00000163081,ccdc140
ensg00000267034,ac010980.1
ensg00000163082,sgpp2
ensg00000116120,farsb
ensg00000124003,mogat1
ensg00000123983,acsl3
ensg00000234193,ac013476.1
ensg00000152049,kcne4
ensg00000231189,ac013448.1
ensg00000235610,ac013448.2
ensg00000171951,scg2
ensg00000152056,ap1s3
ensg00000085449,wdfy1
ensg00000135900,mrpl44
ensg00000228802,ac073641.1
ensg00000135919,serpine2
ensg00000124019,fam124b
ensg00000274629,ac073052.2
ensg00000036257,cul3
ensg00000283428,ccdc195
ensg00000135905,dock10
ensg00000144460,nyap2
ensg00000273301,ac016717.2
