gene_id,gene_name
ensg00000143162,creg1
ensg00000198821,cd247
ensg00000179452,linc01699
ensg00000273573,metazoa_srp
ensg00000252977,rna5sp70
ensg00000222397,rn7skp229
ensg00000009724,masp2
ensg00000227950,""
ensg00000237365,camta1-as3
ensg00000207056,rnu1-8p
ensg00000270171,""
ensg00000270035,""
ensg00000221662,mir1290
ensg00000162779,axdnd1
ensg00000224620,mef2ap1
ensg00000236539,hnrnpa1p54
ensg00000261250,""
ensg00000116218,nphs2
ensg00000251875,rnu5f-2p
ensg00000227141,""
ensg00000261060,""
ensg00000134255,cept1
ensg00000289880,""
ensg00000289367,""
ensg00000290111,""
ensg00000171819,angptl7
ensg00000207451,rnu6-291p
ensg00000238173,rpl39p6
ensg00000120942,ubiad1
ensg00000238199,ube2v2p3
ensg00000143373,znf687
ensg00000143393,pi4kb
ensg00000265753,rn7sl444p
ensg00000143390,rfx5
ensg00000224645,""
ensg00000143416,selenbp1
ensg00000159377,psmb4
ensg00000238711,rny4p25
ensg00000143375,cgn
ensg00000252840,""
ensg00000143367,tuft1
ensg00000232536,""
ensg00000207606,mir554
ensg00000223861,""
ensg00000224129,dppa2p2
ensg00000117676,rps6ka1
ensg00000238705,mir1976
ensg00000243905,rn7sl679p
ensg00000252802,y_rna
ensg00000252429,rnu7-29p
ensg00000229247,""
ensg00000269732,wbp1lp7
ensg00000284733,or4f29
ensg00000250575,""
ensg00000117682,dhdds
ensg00000120948,tardbp
ensg00000219201,""
ensg00000235613,nsrp1p1
ensg00000232015,hspe1p25
ensg00000235927,nexn-as1
ensg00000162614,nexn
ensg00000162616,dnajb4
ensg00000285928,""
ensg00000213561,""
ensg00000251958,rnu6-1102p
ensg00000213560,""
ensg00000162613,fubp1
ensg00000169418,npr1
ensg00000274940,mir8083
ensg00000242565,rn7sl372p
ensg00000235015,gemin2p1
ensg00000199565,y_rna
ensg00000143624,ints3
ensg00000243613,""
ensg00000233222,""
ensg00000143554,slc27a3
ensg00000207039,y_rna
ensg00000143614,gatad2b
ensg00000223599,""
ensg00000236327,""
ensg00000171385,kcnd3
ensg00000143473,kcnh1
ensg00000279333,""
ensg00000224668,ipo8p1
ensg00000283952,""
ensg00000284376,""
ensg00000234004,""
ensg00000226986,prelid1p5
ensg00000078369,gnb1
ensg00000168765,gstm4
ensg00000134184,gstm1
ensg00000260246,""
ensg00000134201,gstm5
ensg00000241720,""
ensg00000134202,gstm3
ensg00000198758,eps8l3
ensg00000227152,or2t7
ensg00000225972,mtnd1p23
ensg00000225630,mtnd2p28
ensg00000237973,mtco1p12
ensg00000278791,""
ensg00000229344,mtco2p12
ensg00000240409,mtatp8p1
ensg00000248527,mtatp6p1
ensg00000198744,mtco3p12
ensg00000268663,wbp1lp6
ensg00000284662,or4f16
ensg00000229376,cicp3
ensg00000223181,rnu6-1199p
ensg00000230199,""
ensg00000234116,""
ensg00000278455,cicp21
ensg00000212230,rnu6-747p
ensg00000232085,""
ensg00000231095,gyg1p3
ensg00000265822,mir4422
ensg00000162402,usp24
ensg00000122417,odf2l
ensg00000187642,perm1
ensg00000183853,kirrel1
ensg00000226520,kirrel1-it1
ensg00000288460,smim42
ensg00000227295,ell2p1
ensg00000158473,cd1d
ensg00000229914,""
ensg00000229305,""
ensg00000200975,rnu1-7p
ensg00000233645,""
ensg00000232912,rere-as1
ensg00000221083,""
ensg00000270282,""
ensg00000234619,rpl7p11
ensg00000224315,rpl7p7
ensg00000222511,y_rna
ensg00000226545,""
ensg00000228423,""
ensg00000229716,rpl23ap19
ensg00000074800,eno1
ensg00000274258,mir6728
ensg00000201725,rnu6-304p
ensg00000238249,hmgn2p17
ensg00000232663,""
ensg00000131686,ca6
ensg00000265141,rn7sl451p
ensg00000142599,rere
ensg00000143622,rit1
ensg00000153187,hnrnpu
ensg00000065526,spen
ensg00000197617,vn1r5
ensg00000249730,or10j4
ensg00000271806,""
ensg00000182873,prkcz-as1
ensg00000162585,faap20
ensg00000234396,""
ensg00000272161,""
ensg00000157933,ski
ensg00000162923,wdr26
ensg00000252744,y_rna
ensg00000283676,mir5087
ensg00000202408,rnvu1-21
ensg00000272824,""
ensg00000207340,rnvu1-1
ensg00000252135,rnu1-155p
ensg00000278596,mir6077
ensg00000238825,rnvu1-2
ensg00000201183,rnvu1-3
ensg00000225871,""
ensg00000285062,""
ensg00000280649,""
ensg00000229120,cycsp4
ensg00000272262,rnu6-89p
ensg00000236439,rps27p8
ensg00000253042,snora70
ensg00000143858,syt2
ensg00000226862,syt2-as1
ensg00000225620,""
ensg00000117139,kdm5b
ensg00000077157,ppp1r12b
ensg00000116199,fam20b
ensg00000232750,""
ensg00000186283,tor3a
ensg00000143322,abl2
ensg00000234041,""
ensg00000231905,setp10
ensg00000212338,""
ensg00000201619,""
ensg00000231564,eif4a1p11
ensg00000225711,""
ensg00000223794,cox5bp8
ensg00000228191,""
ensg00000181773,gpr3
ensg00000077522,actn2
ensg00000271746,""
ensg00000265392,mir4252
ensg00000231868,""
ensg00000143340,fam163a
ensg00000169905,tor1aip2
ensg00000264916,rn7sl230p
ensg00000235145,rpsap16
ensg00000223450,""
ensg00000261817,""
ensg00000116260,qsox1
ensg00000121454,lhx4
ensg00000289628,""
ensg00000230019,ywhaqp9
ensg00000097033,sh3glb1
ensg00000237094,""
ensg00000229887,hnrnpa1p6
ensg00000290536,""
ensg00000227179,pgbp
ensg00000223804,""
ensg00000215834,fmo9p
ensg00000197067,or2t32p
ensg00000290608,""
ensg00000224227,or2l1p
ensg00000290612,""
ensg00000227671,znf731p
ensg00000203664,or2w5p
ensg00000215859,pdzk1p1
ensg00000234571,h2bp2
ensg00000203878,chiap2
ensg00000290764,chiap2
ensg00000229978,pramef36p
ensg00000230092,""
ensg00000234232,pde4dipp7
ensg00000220323,h2bc19p
ensg00000261716,h2bc20p
ensg00000223972,ddx11l1
ensg00000240361,or4g11p
ensg00000227684,croccp4
ensg00000186715,mst1l
ensg00000215790,slc35e2a
ensg00000272419,linc01145
ensg00000276756,kmt2cp2
ensg00000285215,""
ensg00000275585,pde4dipp4
ensg00000234761,mgat4fp
ensg00000290909,""
ensg00000284740,""
ensg00000185495,septin7p13
ensg00000272150,nbpf25p
ensg00000153923,clca3p
ensg00000291014,clca3p
ensg00000272645,gtf2ip20
ensg00000215908,croccp2
ensg00000223345,h2bp1
ensg00000243970,ppiel
ensg00000220785,mtmr9lp
ensg00000198019,fcgr1bp
ensg00000160766,gba1lp
ensg00000232022,faahp1
ensg00000231752,embp1
ensg00000217801,""
ensg00000286640,""
ensg00000277147,linc00869
ensg00000231827,""
ensg00000228327,""
ensg00000231512,septin14p21
ensg00000214837,linc01347
ensg00000236957,""
ensg00000231551,pde4dipp6
ensg00000215861,""
ensg00000214796,tuba5p
ensg00000143549,tpm3
ensg00000284699,""
ensg00000169504,clic4
ensg00000238482,rnu6-1208p
ensg00000278034,mir6731
ensg00000133226,srrm1
ensg00000285053,""
ensg00000188783,prelp
ensg00000058668,atp2b4
ensg00000077549,capzb
ensg00000173436,micos10
ensg00000201609,rnu4-28p
ensg00000158747,nbl1
ensg00000270136,micos10-nbl1
ensg00000226396,""
ensg00000158748,htr6
ensg00000020633,runx3
ensg00000229162,runx3-as1
ensg00000264371,mir4425
ensg00000285823,linc02793
ensg00000070831,cdc42
ensg00000202300,rnu6-487p
ensg00000122176,fmod
ensg00000229652,""
ensg00000271588,larp7p1
ensg00000277406,sec22b4p
ensg00000273768,rnvu1-29
ensg00000274428,rnvu1-25
ensg00000277655,""
ensg00000274408,rna5sp536
ensg00000276975,hydin2
ensg00000290557,""
ensg00000274450,""
ensg00000291243,""
ensg00000131781,fmo5
ensg00000226015,cct8p1
ensg00000236806,rpl7ap15
ensg00000131778,chd1l
ensg00000213226,""
ensg00000269113,trabd2b
ensg00000223814,""
ensg00000225028,""
ensg00000226133,linc02794
ensg00000231413,""
ensg00000237180,cyp46a4p
ensg00000242267,skint1l
ensg00000223720,""
ensg00000117834,slc5a9
ensg00000279214,""
ensg00000132122,spata6
ensg00000224986,ppp1r8p1
ensg00000060718,col11a1
ensg00000234257,sod2p1
ensg00000085832,eps15
ensg00000134686,phc2
ensg00000159023,epb41
ensg00000159388,btg2
ensg00000116254,chd5
ensg00000285629,""
ensg00000116251,rpl22
ensg00000158286,rnf207
ensg00000116237,icmt
ensg00000158292,gpr153
ensg00000173673,hes3
ensg00000069812,hes2
ensg00000117569,ptbp2
ensg00000207730,mir200b
ensg00000207607,mir200a
ensg00000198976,mir429
ensg00000162571,ttll10
ensg00000169972,pusl1
ensg00000205116,tmem88b
ensg00000178104,pde4dip
ensg00000117152,rgs4
ensg00000213036,""
ensg00000215819,krt18p12
ensg00000224584,ube2v1p13
ensg00000185221,gapdhp24
ensg00000223869,""
ensg00000287008,""
ensg00000117724,cenpf
ensg00000160767,entrep3
ensg00000162543,ubxn10
ensg00000157211,cdcp2
ensg00000225632,""
ensg00000157216,ssbp3
ensg00000143552,nup210l
ensg00000179546,htr1d
ensg00000067208,evi5
ensg00000143774,guk1
ensg00000169991,iffo2
ensg00000198400,ntrk1
ensg00000097021,acot7
ensg00000187017,espn
ensg00000198216,cacna1e
ensg00000179930,znf648
ensg00000224810,""
ensg00000232309,""
ensg00000232096,ypel5p1
ensg00000206764,rnu6-152p
ensg00000228664,""
ensg00000231684,eif1p3
ensg00000264470,mir4794
ensg00000162437,raver2
ensg00000122432,spata1
ensg00000285325,""
ensg00000143569,ubap2l
ensg00000168710,ahcyl1
ensg00000143093,strip1
ensg00000258634,""
ensg00000156150,alx3
ensg00000186150,ubl4b
ensg00000233061,ttll7-it1
ensg00000229486,""
ensg00000285201,""
ensg00000142875,prkacb
ensg00000213540,txn2p1
ensg00000154007,asb17
ensg00000184005,st6galnac3
ensg00000223905,""
ensg00000272855,""
ensg00000226415,tpi1p1
ensg00000199921,rnu6-161p
ensg00000232175,""
ensg00000135778,ntpcr
ensg00000135749,pcnx2
ensg00000231940,rps7p3
ensg00000251508,""
ensg00000143674,map3k21
ensg00000252501,rnu4-77p
ensg00000289305,""
ensg00000135750,kcnk1
ensg00000265744,mir4427
ensg00000163485,adora1
ensg00000142973,cyp4b1
ensg00000290456,cyp4z2p
ensg00000154198,cyp4z2p
ensg00000238145,tubap8
ensg00000187048,cyp4a11
ensg00000259832,cyp4a26p
ensg00000261196,cyp4a43p
ensg00000261593,cyp4a27p
ensg00000261290,cyp4a44p
ensg00000271383,nbpf19
ensg00000290792,""
ensg00000142920,azin2
ensg00000183347,gbp6
ensg00000215874,capns1p1
ensg00000225492,gbp1p1
ensg00000069424,kcnab2
ensg00000143442,pogz
ensg00000137942,fnbp1l
ensg00000290013,""
ensg00000177606,jun
ensg00000171735,camta1
ensg00000162399,bsnd
ensg00000283773,""
ensg00000160072,atad3b
ensg00000205090,tmem240
ensg00000050628,ptger3
ensg00000011021,clcn6
ensg00000116685,kiaa2013
ensg00000169218,rspo1
ensg00000116922,airim
ensg00000134690,cdca8
ensg00000183317,epha10
ensg00000200421,y_rna
ensg00000214141,actn4p2
ensg00000227416,""
ensg00000185090,maneal
ensg00000233728,""
ensg00000196449,yrdc
ensg00000197982,c1orf122
ensg00000188786,mtf1
ensg00000235673,""
ensg00000230955,inpp5b-as1
ensg00000204084,inpp5b
ensg00000252448,snora63
ensg00000222282,rnu6-584p
ensg00000287987,""
ensg00000237290,linc01343
ensg00000227994,""
ensg00000178028,dmap1
ensg00000117419,eri3
ensg00000233602,eri3-it1
ensg00000187147,rnf220
ensg00000197587,dmbx1
ensg00000203995,zyg11a
ensg00000242391,""
ensg00000121310,echdc2
ensg00000230953,""
ensg00000231866,""
ensg00000116171,scp2
ensg00000264834,""
ensg00000266188,""
ensg00000265815,""
ensg00000237279,h3p2
ensg00000236360,rras2p1
ensg00000226147,tubbp10
ensg00000174348,podn
ensg00000232993,""
ensg00000227644,higd1ap11
ensg00000162383,slc1a7
ensg00000223920,""
ensg00000162604,tm2d1
ensg00000271200,patj-dt
ensg00000122477,lrrc39
ensg00000240038,amy2b
ensg00000271419,""
ensg00000197323,trim33
ensg00000226984,""
ensg00000225650,eif2s2p5
ensg00000201114,y_rna
ensg00000236480,pkmp1
ensg00000116752,bcas2
ensg00000175984,dennd2c
ensg00000143321,hdgf
ensg00000160679,chtop
ensg00000271527,""
ensg00000226292,rps3ap10
ensg00000207341,rna5sp64
ensg00000188859,fam78b
ensg00000203307,fam78b-as1
ensg00000230898,""
ensg00000215952,mir921
ensg00000215835,""
ensg00000225325,""
ensg00000230231,fmo7p
ensg00000094975,suco
ensg00000237249,""
ensg00000223525,rabgap1l-it1
ensg00000235869,""
ensg00000289425,""
ensg00000252552,rnu6-307p
ensg00000116161,cacybp
ensg00000120333,mrps14
ensg00000206659,y_rna
ensg00000181101,entr1p2
ensg00000120332,tnn
ensg00000235750,kiaa0040
ensg00000230687,""
ensg00000233946,rps29p4
ensg00000224718,linc01657
ensg00000159173,tnni1
ensg00000163431,lmod1
ensg00000134375,timm17a
ensg00000206637,snora70h
ensg00000238003,rpl10p4
ensg00000176393,rnpep
ensg00000275207,mir6740
ensg00000117691,nenf
ensg00000162772,atf3
ensg00000235862,""
ensg00000162771,garin4
ensg00000226036,rfkp5
ensg00000123685,batf3
ensg00000252484,rn7skp49
ensg00000143756,fbxo28
ensg00000143753,degs1
ensg00000143786,cnih3
ensg00000223982,snrpd2p2
ensg00000233461,""
ensg00000116918,tsnax
ensg00000270106,tsnax-disc1
ensg00000162946,disc1
ensg00000236372,""
ensg00000259823,lypd8
ensg00000160097,fndc5
ensg00000143147,gpr161
ensg00000143155,tiprl
ensg00000237049,rpl34p1
ensg00000237131,""
ensg00000284214,mir29c
ensg00000284203,mir29b2
ensg00000076356,plxna2
ensg00000287220,""
ensg00000226843,""
ensg00000251785,rna5sp20
ensg00000243437,rn7sl370p
ensg00000077254,usp33
ensg00000232672,actg1p21
ensg00000180488,miga1
ensg00000222849,rna5sp21
ensg00000065135,gnai3
ensg00000160818,gpatch4
ensg00000119535,csf3r
ensg00000116990,mycl
ensg00000261326,linc01355
ensg00000125944,hnrnpr
ensg00000125945,znf436
ensg00000204219,tcea3
ensg00000088280,asap3
ensg00000236863,rpl23ap23
ensg00000152904,ggps1
ensg00000227962,""
ensg00000162885,b3galnt2
ensg00000126698,dnajc8
ensg00000130770,atp5if1
ensg00000271398,""
ensg00000130766,sesn2
ensg00000130772,med18
ensg00000085491,slc25a24
ensg00000260879,""
ensg00000196427,nbpf4
ensg00000241361,slc25a24p1
ensg00000243967,nbpf5p
ensg00000186086,nbpf6
ensg00000283354,""
ensg00000227832,st13p21
ensg00000226483,rpl7l1p21
ensg00000273136,nbpf26
ensg00000219481,nbpf1
ensg00000269896,""
ensg00000292993,""
ensg00000228463,""
ensg00000230863,""
ensg00000215869,thap3p1
ensg00000215838,""
ensg00000229359,pin1p1
ensg00000293134,pin1p1
ensg00000213075,rpl31p11
ensg00000269737,""
ensg00000293187,""
ensg00000227775,""
ensg00000233012,hdac1p2
ensg00000293204,""
ensg00000229808,""
ensg00000293219,""
ensg00000229052,mnd1p1
ensg00000293223,""
ensg00000232862,""
ensg00000233792,pudpp2
ensg00000236253,slc25a3p1
ensg00000223396,rps10p7
ensg00000234996,actg1p25
ensg00000224081,slc44a3-as1
ensg00000180867,pdia3p1
ensg00000270392,pfn1p2
ensg00000230021,""
ensg00000232626,""
ensg00000293334,""
ensg00000223519,kif28p
ensg00000240194,cymp
ensg00000215811,btnl10p
ensg00000233217,mroh3p
ensg00000249237,""
ensg00000293445,""
ensg00000240520,uox
ensg00000283234,""
ensg00000285417,""
ensg00000243323,ptprvp
ensg00000184774,mgat4ep
ensg00000242193,cryzl2p
ensg00000227372,gfod3p
ensg00000236155,zpld2p
ensg00000211451,gnrhr2
ensg00000227742,calr4p
ensg00000280267,pramef26
ensg00000231219,pramef32p
ensg00000143409,mindy1
ensg00000158769,f11r
ensg00000293526,""
ensg00000058799,yipf1
ensg00000211452,dio1
ensg00000081870,ift25
ensg00000116212,lrrc42
ensg00000219102,hnrnpa3p12
ensg00000203985,ldlrad1
ensg00000116209,tmem59
ensg00000280378,""
ensg00000283749,mir4781
ensg00000225183,cox7bp3
ensg00000233399,linc01648
ensg00000233372,""
ensg00000231251,""
ensg00000162511,laptm5
ensg00000264773,mir4420
ensg00000222784,rn7skp91
ensg00000235143,""
ensg00000162512,sdc3
ensg00000266210,rn7sl371p
ensg00000134644,pum1
ensg00000237329,""
ensg00000232768,""
ensg00000215900,selenowp1
ensg00000225142,rpl21p22
ensg00000084628,nkain1
ensg00000060688,snrnp40
ensg00000229447,""
ensg00000121766,zcchc17
ensg00000121769,fabp3
ensg00000168528,serinc2
ensg00000215899,eef1a1p46
ensg00000206981,rnu6-40p
ensg00000260386,ldc1p
ensg00000265961,y_rna
ensg00000078900,tp73
ensg00000162592,ccdc27
ensg00000117643,man1c1
ensg00000241128,or14a2
ensg00000158008,extl1
ensg00000158014,slc30a2
ensg00000284309,""
ensg00000158022,trim63
ensg00000175087,pdik1l
ensg00000197245,fam110d
ensg00000282872,c1orf232
ensg00000236782,znf593os
ensg00000142684,znf593
ensg00000142675,cnksr1
ensg00000288644,""
ensg00000288626,""
ensg00000288629,""
ensg00000288678,""
ensg00000156097,gpr61
ensg00000143258,usp21
ensg00000268869,espnp
ensg00000075945,kifap3
ensg00000243051,rn7sl269p
ensg00000235378,mrps10p1
ensg00000232959,kifap3-as1
ensg00000224896,siglec30p
ensg00000200674,rn7skp160
ensg00000252357,y_rna
ensg00000252231,rna5sp67
ensg00000135870,rc3h1
ensg00000200755,rna5sp68
ensg00000293562,""
ensg00000135837,cep350
ensg00000135835,kiaa1614
ensg00000160710,adar
ensg00000235282,dynll1p3
ensg00000225478,""
ensg00000009709,pax7
ensg00000134262,ap4b1
ensg00000134371,cdc73
ensg00000143842,sox13
ensg00000261065,""
ensg00000143845,etnk2
ensg00000143839,ren
ensg00000143850,plekha6
ensg00000169641,luzp1
ensg00000011009,lypla2
ensg00000291216,""
ensg00000143702,cep170
ensg00000238316,""
ensg00000235069,""
ensg00000260063,""
ensg00000290006,""
ensg00000117713,arid1a
ensg00000289554,""
ensg00000081248,cacna1s
ensg00000160789,lmna
ensg00000132781,mutyh
ensg00000169174,pcsk9
ensg00000231090,mir4422hg
ensg00000143337,tor1aip1
ensg00000293564,""
ensg00000293565,""
ensg00000237622,elocp18
ensg00000229440,""
ensg00000116745,rpe65
ensg00000024526,depdc1
ensg00000233589,""
ensg00000225167,txnp2
ensg00000116147,tnr
ensg00000235628,tnr-it1
ensg00000198626,ryr2
ensg00000143252,sdhc
ensg00000213088,ackr1
ensg00000116521,scamp3
ensg00000187554,tlr5
ensg00000198793,mtor
ensg00000163344,pmvk
ensg00000287839,""
ensg00000230849,got2p2
ensg00000117586,tnfsf4
ensg00000226375,""
ensg00000232751,""
ensg00000231615,""
ensg00000117592,prdx6
ensg00000162753,slc9c2
ensg00000238272,""
ensg00000285777,""
ensg00000183831,ankrd45
ensg00000237317,""
ensg00000239149,snora59a
ensg00000162496,dhrs3
ensg00000199240,rna5sp46
ensg00000179178,tmem125
ensg00000253313,c1orf210
ensg00000066056,tie1
ensg00000163374,yy1ap1
ensg00000213366,gstm2
ensg00000260976,linc01633
ensg00000201312,rna5sp72
ensg00000121481,rnf2
ensg00000232792,fth1p25
ensg00000121486,trmt1l
ensg00000188770,optc
ensg00000283899,mir761
ensg00000230604,tsen15p2
ensg00000169213,rab3b
ensg00000200839,rna5sp48
ensg00000229032,""
ensg00000264613,rn7sl290p
ensg00000117862,txndc12
ensg00000285839,""
ensg00000198841,kti12
ensg00000223390,""
ensg00000228369,txndc12-as1
ensg00000117222,rbbp5
ensg00000069275,nucks1
ensg00000201944,snora72
ensg00000117280,rab29
ensg00000133065,slc41a1
ensg00000162877,pm20d1
ensg00000229905,""
ensg00000224969,""
ensg00000285812,""
ensg00000205231,ttll10-as1
ensg00000225602,mtor-as1
ensg00000290842,croccp3
ensg00000291072,""
ensg00000236108,""
ensg00000133059,dstyk
ensg00000213041,rpl17p8
ensg00000133069,tmcc2
ensg00000225063,tmcc2-as1
ensg00000281406,blacat1
ensg00000253097,rnu2-19p
ensg00000174514,mfsd4a
ensg00000206762,rnu6-418p
ensg00000158711,elk4
ensg00000236942,""
ensg00000158715,slc45a3
ensg00000275213,metazoa_srp
ensg00000226526,""
ensg00000117118,sdhb
ensg00000229821,""
ensg00000118194,tnnt2
ensg00000236390,""
ensg00000293253,""
ensg00000293595,slc25a3p1
ensg00000157191,necap2
ensg00000080947,croccp3
ensg00000293296,pfn1p2
ensg00000275131,pde4dipp2
ensg00000233271,""
ensg00000189181,or14i1
ensg00000286015,""
ensg00000229703,lypd9p
ensg00000276520,""
ensg00000242529,ahcyp8
ensg00000235575,""
ensg00000143196,dpt
ensg00000203601,linc00970
ensg00000177807,kcnj10
ensg00000143315,pigm
ensg00000162728,kcnj9
ensg00000162729,igsf8
ensg00000018625,atp1a2
ensg00000132681,atp1a4
ensg00000143318,casq1
ensg00000162734,pea15
ensg00000229101,elocp20
ensg00000232185,cnot7p2
ensg00000270631,""
ensg00000239984,rn7sl420p
ensg00000207502,""
ensg00000163393,slc22a15
ensg00000237993,""
ensg00000290684,or2w5p
ensg00000228982,""
ensg00000188295,znf669
ensg00000162711,nlrp3
ensg00000132694,arhgef11
ensg00000229961,""
ensg00000284592,""
ensg00000227207,rpl31p12
ensg00000212366,rnu6-1246p
ensg00000172339,alg14
ensg00000155380,slc16a1
ensg00000198799,lrig2
ensg00000237278,rlimp2
ensg00000233839,""
ensg00000236887,""
ensg00000226716,""
ensg00000293250,""
ensg00000143631,flg
ensg00000143520,flg2
ensg00000143507,dusp10
ensg00000200033,rnu6-403p
ensg00000228437,linc02474
ensg00000263961,rhex
ensg00000226780,avpr1b-dt
ensg00000293613,""
ensg00000143119,cd53
ensg00000232811,""
ensg00000273010,""
ensg00000231365,wars2-as1
ensg00000227056,rpl6p2
ensg00000232650,linc01780
ensg00000194297,rnu1-75p
ensg00000116882,hao2
ensg00000230921,hao2-it1
ensg00000203859,hsd3b2
ensg00000232780,gapdhp74
ensg00000203858,hsd3bp2
ensg00000235595,gapdhp23
ensg00000274415,""
ensg00000227733,""
ensg00000238765,rna5sp57
ensg00000224335,""
ensg00000227700,""
ensg00000199879,rnvu1-22
ensg00000254913,""
ensg00000255148,""
ensg00000176444,clk2
ensg00000230817,linc01362
ensg00000270507,""
ensg00000239504,rn7sl583p
ensg00000230053,""
ensg00000274321,""
ensg00000237959,rpl36ap10
ensg00000232989,""
ensg00000252371,rnu6-725p
ensg00000215149,krt18p32
ensg00000230461,prox1-as1
ensg00000281664,linc00538
ensg00000117707,prox1
ensg00000274895,""
ensg00000272167,""
ensg00000143499,smyd2
ensg00000228470,""
ensg00000271475,""
ensg00000271399,""
ensg00000168118,rab4a
ensg00000237481,""
ensg00000228121,phb1p3
ensg00000206679,y_rna
ensg00000122481,rwdd3
ensg00000228852,""
ensg00000228504,linc01760
ensg00000293657,""
ensg00000233907,linc01761
ensg00000188641,dpyd
ensg00000232878,dpyd-as1
ensg00000232542,dpyd-it1
ensg00000228057,sec63p1
ensg00000226128,rpl26p9
ensg00000230718,""
ensg00000235777,dpyd-as2
ensg00000270911,""
ensg00000259946,""
ensg00000284247,mir2682
ensg00000284202,mir137
ensg00000233557,nfu1p2
ensg00000279096,""
ensg00000272491,""
ensg00000231900,got2p1
ensg00000232198,mtco2p34
ensg00000199831,rn7skp291
ensg00000252162,rnu6-830p
ensg00000272051,y_rna
ensg00000227104,pigqp1
ensg00000229871,rpsap20
ensg00000270380,""
ensg00000092607,tbx15
ensg00000224238,wars2-it1
ensg00000223575,rbmx2p3
ensg00000236804,rps3ap12
ensg00000213064,sft2d2
ensg00000293109,ankrd36bp1
ensg00000214262,ankrd36bp1
ensg00000206880,rnu6-1310p
ensg00000143178,tbx19
ensg00000293102,""
ensg00000227722,""
ensg00000207974,mir557
ensg00000215833,qrsl1p1
ensg00000287452,""
ensg00000116406,edem3
ensg00000289057,""
ensg00000177553,c1orf167-as1
ensg00000215910,c1orf167
ensg00000159423,aldh4a1
ensg00000265606,mir4695
ensg00000242860,rn7sl180p
ensg00000263908,mir3116-1
ensg00000283690,mir3116-2
ensg00000234204,pigpp2
ensg00000234088,rps15ap7
ensg00000240563,l1td1
ensg00000237227,""
ensg00000200174,y_rna
ensg00000132854,kank4
ensg00000201153,rnu6-371p
ensg00000284708,""
ensg00000116670,mad2l2
ensg00000142856,itgb3bp
ensg00000203965,efcab7
ensg00000264271,rn7sl488p
ensg00000251720,rnu7-123p
ensg00000276884,""
ensg00000278287,""
ensg00000277565,""
ensg00000275823,""
ensg00000277689,""
ensg00000274199,""
ensg00000079739,pgm1
ensg00000244256,rn7sl130p
ensg00000222986,rnu5a-5p
ensg00000274121,""
ensg00000226758,disc1-it1
ensg00000079335,cdc14a
ensg00000223906,""
ensg00000234332,bcas2p2
ensg00000181656,gpr88
ensg00000213421,rpl7ap17
ensg00000285525,""
ensg00000224685,rpl36ap12
ensg00000123836,pfkfb2
ensg00000180667,yod1
ensg00000123843,c4bpb
ensg00000123838,c4bpa
ensg00000275392,""
ensg00000226565,""
ensg00000224209,linc00466
ensg00000230798,foxd3-as1
ensg00000237781,adamtsl4-as2
ensg00000163125,rprd2
ensg00000230124,acbd6
ensg00000235060,vdac1p4
ensg00000265435,mir3121
ensg00000206905,y_rna
ensg00000283575,u6
ensg00000293683,tmem269-dt
ensg00000236975,linc02814
ensg00000229840,isca1p2
ensg00000177800,tmem78
ensg00000177788,rab4a-as1
ensg00000225721,""
ensg00000222009,btbd19
ensg00000117425,ptch2
ensg00000235919,ash1l-as1
ensg00000232519,""
ensg00000188157,agrn
ensg00000117090,slamf1
ensg00000235101,setp9
ensg00000117091,cd48
ensg00000026751,slamf7
ensg00000274562,""
ensg00000122224,ly9
ensg00000122223,cd244
ensg00000226003,ppiap37
ensg00000179914,itln1
ensg00000213080,""
ensg00000198358,""
ensg00000233691,""
ensg00000158764,itln2
ensg00000224358,tmco1-as1
ensg00000237783,""
ensg00000143198,mgst3
ensg00000143183,tmco1
ensg00000143179,uck2
ensg00000236364,""
ensg00000283936,mir3658
ensg00000158874,apoa2
ensg00000142615,cela2a
ensg00000215704,cela2b
ensg00000132906,casp9
ensg00000116138,dnajc16
ensg00000251866,scarna21b
ensg00000272510,""
ensg00000116771,agmat
ensg00000235084,chchd2p6
ensg00000252417,rnu7-179p
ensg00000236500,cd24p1
ensg00000197312,ddi2
ensg00000215695,rsc1a1
ensg00000271742,""
ensg00000116786,plekhm2
ensg00000237938,""
ensg00000081237,ptprc
ensg00000272405,""
ensg00000223356,""
ensg00000143319,isg20l2
ensg00000233478,""
ensg00000116478,hdac1
ensg00000270084,gas5-as1
ensg00000232113,tex50
ensg00000076321,klhl20
ensg00000225591,rps27p7
ensg00000157978,ldlrap1
ensg00000198830,hmgn2
ensg00000230404,""
ensg00000212144,u8
ensg00000168264,irf2bp2
ensg00000228830,""
ensg00000272362,""
ensg00000230628,""
ensg00000279261,linc02961
ensg00000201638,rny4p16
ensg00000142627,epha2
ensg00000142632,arhgef19
ensg00000237276,ano7l1
ensg00000288398,""
ensg00000132881,cplane2
ensg00000037637,fbxo42
ensg00000055070,szrd1
ensg00000226457,rpl22p3
ensg00000187144,spata21
ensg00000001461,nipal3
ensg00000163534,fcrl1
ensg00000073754,cd5l
ensg00000227425,mrps21p2
ensg00000203865,atp1a1-as1
ensg00000233154,linc01762
ensg00000116815,cd58
ensg00000177173,nap1l4p1
ensg00000264419,mir548ac
ensg00000116668,swt1
ensg00000231084,rpl22p24
ensg00000213051,rpl5p5
ensg00000201421,y_rna
ensg00000206640,y_rna
